ticker,company,sector,sub_industry,cik,legal_name,lei,ultimate_parent_lei,gics_sector,gics_sub_industry,hq_state,market_cap_usd,shares_outstanding,scope1_tco2e,ghg_facility_count,grid_intensity_kgco2e_per_mwh,cogs_usd,energy_cost_usd,revenue_usd,ebit_usd,ebitda_usd,free_cash_flow_usd,capex_usd,rnd_expense_usd,sbti_target_validated,sbti_target_type,target_year,target_baseline_year,target_reduction_pct,target_scope_coverage,risk_hitword_density,has_climate_oversight_committee,has_third_party_assurance,assurance_level,emissions_boundary_stated,has_clawback_policy,has_psu_plan,performance_period_years,independent_director_count,board_size,lead_independent_director,buybacks_usd,dividends_paid_usd,penalty_total_usd,penalty_count
BIIB,Biogen,Health Care,Biotechnology,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,not_disclosed,imputed,imputed
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
BLDR,Builders FirstSource,Industrials,Building Products,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,not_disclosed,imputed,imputed
BLK,BlackRock,Financials,Asset Management & Custody Banks,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,quote_verified,quote_verified,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
BNY,BNY Mellon,Financials,Asset Management & Custody Banks,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,not_disclosed,imputed,imputed
BRO,Brown & Brown,Financials,Insurance Brokers,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
BSX,Boston Scientific,Health Care,Health Care Equipment,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,imputed,imputed
BXP,"BXP, Inc.",Real Estate,Office REITs,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,structural,quote_verified,not_disclosed,not_disclosed,quote_verified,not_disclosed,structural,imputed,imputed
C,Citigroup,Financials,Diversified Banks,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,quote_verified,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
CAH,Cardinal Health,Health Care,Health Care Distributors,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
CARR,Carrier Global,Industrials,Building Products,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
CASY,Casey's,Consumer Staples,Food Retail,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,quote_verified,quote_verified,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
CB,Chubb Limited,Financials,Property & Casualty Insurance,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,quote_verified,quote_verified,quote_verified,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
